timestamp_utc,latitude,longitude,accuracy_m,heading,speed
2025-09-18T06:17:26.681000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:17:28.595000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:18:25.106000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:18:27.110000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:19:25.934000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:19:27.949000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:19:33.946000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:19:35.958000Z,17.4465374,78.3866186,13.654,,
2025-09-18T06:19:36.671000Z,17.4465499,78.3866286,15.823,,
